bbl,project_name,buildings,res_units,owner_name,year_built,standard_address,agency_name,program_name,start_date,end_date,Neighborhood,assessed_value,Neighborhood population,Neighborhood income,Neighborhood racial diversity,Serious Hazard Violation 2017,Tax delinquency 2016
1017260049,,1,18,HP GENESIS Y15 HOUSIN,1909,20 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$554,850","143,487","$46,537",37.44%,1,
1017260055,,1,25,129TH STREET CLUSTERA,1910,34 West 129 Street,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$436,950","143,487","$46,537",37.44%,,
1017260061,,1,29,WEST 128TH STREET L.P,1920,46 West 129 Street,NYC Department of Finance,J-51 Tax Incentive,2005,2039,Central Harlem,"$508,500","143,487","$46,537",37.44%,,
1017267501,,1,12,,2008,18 West 129 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2026,Central Harlem,"$1,141,204","143,487","$46,537",37.44%,,
1017267502,,1,19,,2014,58 West 129 Street,NYC Department of Finance,421-a Tax Incentive Program,2016,2019,Central Harlem,"$1,312,655","143,487","$46,537",37.44%,,
1017270012,,1,25,129TH STREET CLUSTERA,1910,47 West 129 Street,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$326,250","143,487","$46,537",37.44%,,
1017270018,,1,25,129TH STREET CLUSTERA,1910,35 West 129 Street,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$388,350","143,487","$46,537",37.44%,,
1017270021,,1,35,WEST 128TH STREET L.P,1910,27 West 129 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$219,600","143,487","$46,537",37.44%,,
1017277501,,1,77,,2005,380 Lenox Avenue,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,Central Harlem,"$7,280,104","143,487","$46,537",37.44%,,
1017280001,,1,9,WEST LENOX LLC,1900,73 West 130 Street,NYC Department of Finance,J-51 Tax Incentive,2013,2047,Central Harlem,"$351,381","143,487","$46,537",37.44%,1,
1017280003,,1,9,WEST 132ND STREET CLU,1901,408 Lenox Avenue,NYC Department of Finance,J-51 Tax Incentive,2009,2043,Central Harlem,"$416,754","143,487","$46,537",37.44%,,
1017280006,,1,14,GENESIS Y15 OWNERS LL,1920,69 West 130 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$181,800","143,487","$46,537",37.44%,1,
1017280042,,2,8,HP GENESIS Y15 HOUSIN,1910,4 West 131 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$277,821","143,487","$46,537",37.44%,1,
1017280051,,1,25,GENESIS Y15 OWNERS LL,1920,28 West 131 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$353,250","143,487","$46,537",37.44%,1,
1017280069,,1,8,HP GENESIS Y15 HOUSIN,1900,418 Lenox Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$361,800","143,487","$46,537",37.44%,1,
1017280071,,1,8,"414 EQUITIES, LLC C/O",1900,414 Lenox Avenue,NYC Department of Finance,J-51 Tax Incentive,2006,2040,Central Harlem,"$163,798","143,487","$46,537",37.44%,,
1017280072,,1,9,WEST 132ND STREET CLU,1900,412 Lenox Avenue,NYC Department of Finance,J-51 Tax Incentive,2009,2043,Central Harlem,"$159,175","143,487","$46,537",37.44%,,
1017290006,,1,5,GENESIS Y15 OWNERS LL,1910,71 West 131 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$162,858","143,487","$46,537",37.44%,1,
1017290025,,1,10,131ST STREET REALTY L,1900,23 West 131 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$292,500","143,487","$46,537",37.44%,,
1017290026,,1,10,JFKYYZ HARLEM LP,1900,21 West 131 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Central Harlem,"$337,077","143,487","$46,537",37.44%,,
1017290027,,1,10,131ST STREET REALTY L,1900,19 West 131 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$277,136","143,487","$46,537",37.44%,,
1017290032,,1,11,131ST STREET REALTY L,1909,5 West 131 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$103,950","143,487","$46,537",37.44%,1,
1017290033,,1,9,131ST STREET REALTY,1900,2140 5 Avenue,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$309,150","143,487","$46,537",37.44%,1,
1017290034,,1,9,131ST STREET REALTY L,1900,2142 5 Avenue,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$320,760","143,487","$46,537",37.44%,1,
1017290041,,1,10,WEST 132ND STREET REA,1900,6 West 132 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$260,000","143,487","$46,537",37.44%,,
1017290042,,1,10,WEST 132ND STREET CLU,1910,8 West 132 Street,NYC Department of Finance,J-51 Tax Incentive,2009,2043,Central Harlem,"$74,833","143,487","$46,537",37.44%,1,
1017290044,,1,10,WEST 132ND STREET REA,1900,12 West 132 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$276,822","143,487","$46,537",37.44%,,
1017290046,,1,10,WEST 132ND STREET REA,1900,26 West 132 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$331,500","143,487","$46,537",37.44%,,
1017290051,,1,8,WEST 132ND STREET REA,1900,34 West 132 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Central Harlem,"$215,784","143,487","$46,537",37.44%,,
1017290052,,1,47,EBTHEL HOUSING DEVELO,1972,50 West 132 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$1,167,300","143,487","$46,537",37.44%,,1
1017297501,,3,38,MARIA ROSADO MHR MGMT,1880,55 West 131 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Central Harlem,"$850,502","143,487","$46,537",37.44%,,
1017297503,,3,12,,2004,7 West 131 Street,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,Central Harlem,"$1,019,700","143,487","$46,537",37.44%,,
1017350006,,1,14,MID-HARLEM APARTMENTS,1930,67 West 137 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2041,Central Harlem,"$679,050","143,487","$46,537",37.44%,,
1017350008,,1,21,133 EQUITIES LLC,1920,63 West 137 Street,NYC Department of Finance,J-51 Tax Incentive,2016,2030,Central Harlem,"$1,364,400","143,487","$46,537",37.44%,,
1017350020,,1,18,WEST 137 STREET LP,1920,21 West 137 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2041,Central Harlem,"$207,450","143,487","$46,537",37.44%,1,
1017350022,,1,18,WEST 137 STREET LP,1920,19 West 137 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2041,Central Harlem,"$224,550","143,487","$46,537",37.44%,,
1017350024,,1,18,WEST 137 STREET LP,1920,17 West 137 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2041,Central Harlem,"$226,350","143,487","$46,537",37.44%,,
1017350025,,1,18,WEST 137 STREET LP,1920,15 West 137 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Central Harlem,"$279,450","143,487","$46,537",37.44%,,1
1017360027,,1,73,BEACON TOWERS COOPERA,2007,29 West 138 Street,NYC Department of Finance,421-a Tax Incentive Program,2010,2035,Central Harlem,"$22,447,800","143,487","$46,537",37.44%,,
1017360067,,,73,NYC PARTNERSHIP HOUSI,,52 West 139 Street,NYC Department of Finance,421-a Tax Incentive Program,2016,2019,Central Harlem,"$187,380","143,487","$46,537",37.44%,,
1017367501,,1,125,,2007,34 West 139 Street,NYC Department of Finance,421-a Tax Incentive Program,2010,2035,Central Harlem,"$7,480,000","143,487","$46,537",37.44%,,
1017450001,,1,8,"OLD HARLEM ROAD, L.P.",1921,1461 5 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$452,392","134,279","$35,097",59.31%,1,
1017457501,,1,92,,2004,1825 Madison Avenue,NYC Department of Finance,421-a Tax Incentive Program,2005,2030,East Harlem,"$5,772,150","134,279","$35,097",59.31%,,
1017457502,,2,54,,2010,1465 5 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,East Harlem,"$4,054,950","134,279","$35,097",59.31%,1,
1017457503,,1,27,,2012,1820 Madison Avenue,NYC Department of Finance,421-a Tax Incentive Program,2012,2037,East Harlem,"$2,429,100","134,279","$35,097",59.31%,,
1017460021,,1,129,NYC HOUSING PARTNERSH,2001,1831 Madison Avenue,NYC Department of Finance,421-a Tax Incentive Program,2003,2028,East Harlem,"$7,027,650","134,279","$35,097",59.31%,1,
1017467501,,1,206,,2007,1481 5 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2010,2035,East Harlem,"$19,320,896","134,279","$35,097",59.31%,,
1017480001,,1,135,MAPLE COURT HDFC CORP,1994,51 East 122 Street,NYC Department of Finance,421-a Tax Incentive Program,1996,2021,East Harlem,"$7,171,200","134,279","$35,097",59.31%,,
1017480035,,2,155,MAPLE PLAZA HOUSING D,1997,1911 Madison Avenue,NYC Department of Finance,421-a Tax Incentive Program,1999,2024,East Harlem,"$5,535,450","134,279","$35,097",59.31%,1,
1017490066,,1,36,FINITE HOMES HOUSING,1900,4 East 125 Street,NYC Department of Finance,J-51 Tax Incentive,1998,2032,East Harlem,"$945,900","134,279","$35,097",59.31%,1,
1017490160,,1,6,FINITE HOMES HOUSING,1910,22 East 125 Street,NYC Department of Finance,J-51 Tax Incentive,1999,2033,East Harlem,"$202,078","134,279","$35,097",59.31%,,
1017510071,,1,28,WHGA AMSTERDAM 11 ASS,1921,2049 5 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$1,320,300","143,487","$46,537",37.44%,,
1017510156,,1,10,FINITE HOMES HOUSING,1909,1986 Madison Avenue,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$220,449","143,487","$46,537",37.44%,1,
1017520010,,1,8,FINITE HOMES HOUSING,1900,19 East 127 Street,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$263,489","143,487","$46,537",37.44%,,
1017520014,,1,25,RENAISSANCE PROPERTIE,1905,31 East 127 Street,NYC Department of Finance,J-51 Tax Incentive,2000,2034,Central Harlem,"$787,500","143,487","$46,537",37.44%,,
1017520070,,1,24,FINITE HOMES HOUSING,1921,2071 5 Avenue,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$386,100","143,487","$46,537",37.44%,,
1017530027,,1,104,VINCENT P CYRUS PLAZA,1999,57 East 128 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$1,671,300","143,487","$46,537",37.44%,1,
1017530044,,1,10,E 129 ST CLUSTER L.P.,1920,58 East 129 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Central Harlem,"$319,084","143,487","$46,537",37.44%,,
1017530052,,1,32,AS NOMINEE JAMES BRYA,1920,2027 Madison Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$856,800","143,487","$46,537",37.44%,,
1017530057,,1,16,E 129 ST CLUSTER L.P.,1920,32 East 129 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2041,Central Harlem,"$907,650","143,487","$46,537",37.44%,1,
1017530126,,1,8,"THE DNV MANCHESTER, L",2005,55 East 128 Street,NYC Department of Finance,421-a Tax Incentive Program,2008,2033,Central Harlem,"$303,380","143,487","$46,537",37.44%,,
1017537501,,1,12,,2005,23 East 128 Street,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,Central Harlem,"$450,450","143,487","$46,537",37.44%,,
1017537502,,1,18,,2004,50 East 129 Street,NYC Department of Finance,421-a Tax Incentive Program,2008,2033,Central Harlem,"$856,350","143,487","$46,537",37.44%,,
1017537503,,1,13,,2007,2077 5 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2009,2034,Central Harlem,"$1,161,451","143,487","$46,537",37.44%,,
1017537504,,1,13,METROPOLIS CONDOMINUM,2009,51 East 128 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2026,Central Harlem,"$1,135,352","143,487","$46,537",37.44%,,
1017540025,,1,12,MARBLE COURT LLC,2007,49 East 129 Street,NYC Department of Finance,421-a Tax Incentive Program,2009,2034,Central Harlem,"$574,200","143,487","$46,537",37.44%,,
1017540045,,1,15,58 EAST 130 LLC,1910,58 East 130 Street,NYC Department of Finance,J-51 Tax Incentive,2012,2026,Central Harlem,"$673,650","143,487","$46,537",37.44%,,
1017547502,,1,10,,1880,2101 5 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2008,2033,Central Harlem,"$271,455","143,487","$46,537",37.44%,,
1017550047,,1,40,HERITAGE HOUSES HSG D,2009,56 East 131 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$3,385,350","143,487","$46,537",37.44%,,
1017557501,,1,25,,2004,69 East 130 Street,NYC Department of Finance,421-a Tax Incentive Program,2005,2030,Central Harlem,"$2,600,099","143,487","$46,537",37.44%,1,
1017560008,,1,20,FINITE HOMES HOUSING,1926,9 East 131 Street,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$380,250","143,487","$46,537",37.44%,,
1017560024,,1,65,2081 MADISON HOUSING,2010,2081 Madison Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$3,595,050","143,487","$46,537",37.44%,1,
1017560026,,1,47,45 EAST 131 STREET LP,2011,45 East 131 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$3,234,600","143,487","$46,537",37.44%,,
1017560037,,1,10,"ALL SAINTS HOUSING, L",1900,1948 Park Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$781,650","143,487","$46,537",37.44%,,
1017560039,,1,61,"ALL SAINTS HOUSING, L",2008,58 East 132 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$3,301,650","143,487","$46,537",37.44%,,
1017560048,,,12,132 ST HOUSING LLC,,42 East 132 Street,NYC Department of Finance,421-a Tax Incentive Program,2017,2042,Central Harlem,"$199,800","143,487","$46,537",37.44%,,
1017560065,,1,10,SKYHIGH 10 LLC,1920,10 East 132 Street,NYC Department of Finance,J-51 Tax Incentive,2013,2047,Central Harlem,"$458,220","143,487","$46,537",37.44%,,
1017560069,,2,13,MALKA ASSETS LLC,1910,2 East 132 Street,NYC Department of Finance,J-51 Tax Incentive,2015,2029,Central Harlem,"$1,512,900","143,487","$46,537",37.44%,1,
1017600001,,5,914,RIVERTON SQUARE HOUSI,1947,2225 5 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$27,497,250","134,279","$35,097",59.31%,1,1
1017670005,,1,91,SCHAFER SERVICES CORP,1999,111 East 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$3,167,100","134,279","$35,097",59.31%,1,
1017680033,,3,90,"119 THIRD FEE OWNER,",2008,2182 3 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2010,2035,East Harlem,"$6,395,850","134,279","$35,097",59.31%,1,
1017700023,,1,5,ET HOMES LLC,1900,149 East 121 Street,NYC Department of Finance,J-51 Tax Incentive,2008,2042,East Harlem,"$69,663","134,279","$35,097",59.31%,,
1017700041,,1,7,JOSE L.P.,1900,182 East 122 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$31,274","134,279","$35,097",59.31%,,
1017700048,,1,11,CALVERT LANCASTER HSG,2010,162 East 122 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$1,026,900","134,279","$35,097",59.31%,,
1017700050,,1,60,"CASA RENACER,L.P.",2002,158 East 122 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$952,200","134,279","$35,097",59.31%,1,
1017710068,,2,18,"OLD HARLEM ROAD, L.P.",1900,108 East 123 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$297,900","134,279","$35,097",59.31%,,
1017720009,,1,50,OH 123RD STREET HOUSI,2009,113 East 123 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$3,251,700","134,279","$35,097",59.31%,,
1017720017,,1,21,239 EAST 115TH STREET,1920,2022 Lexington Avenue,NYC Department of Finance,J-51 Tax Incentive,1992,2026,East Harlem,"$377,100","134,279","$35,097",59.31%,1,
1017720020,,1,12,239 EAST 115TH STREET,1900,149 East 123 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,East Harlem,"$316,350","134,279","$35,097",59.31%,,
1017720057,,1,8,239 EAST 115TH STREET,1900,136 East 124 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,East Harlem,"$335,270","134,279","$35,097",59.31%,1,
1017740065,,1,6,E 129 ST CLUSTER L.P.,1940,108 East 126 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,East Harlem,"$246,693","134,279","$35,097",59.31%,,
1017800075,,1,140,HRP SOUTH PARTNERSHIP,2012,200 East 131 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$13,345,200","134,279","$35,097",59.31%,,
1017807501,,1,173,,2012,1951 Park Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$14,377,500","134,279","$35,097",59.31%,,
1017830012,,1,76,FRIENDLY HANDS APARTM,2007,225 East 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$2,038,950","134,279","$35,097",59.31%,,
1017830026,,1,8,YOUTH ACTION COMMUNIT,1910,2313 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$174,785","134,279","$35,097",59.31%,1,
1017830128,,1,10,JOSE L.P.,1900,246 East 119 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$127,337","134,279","$35,097",59.31%,1,
1017837501,,1,28,,2008,249 East 118 Street,NYC Department of Finance,421-a Tax Incentive Program,2008,2033,East Harlem,"$2,001,600","134,279","$35,097",59.31%,,
1017840021,,1,25,YOUTH ACTION COMMUNIT,1920,2321 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$255,150","134,279","$35,097",59.31%,,
1017850009,,1,7,YOUTH ACTION COMMUNIT,1900,217 East 120 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$134,585","134,279","$35,097",59.31%,,
1017850028,,1,8,"OLD HARLEM ROAD, L.P.",1900,2355 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$455,941","134,279","$35,097",59.31%,1,
1017857502,,1,64,,2008,2205 3 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,East Harlem,"$3,102,300","134,279","$35,097",59.31%,1,
1017860001,,1,60,COHEN & LEVY DEVELOPM,2008,2223 3 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,East Harlem,"$3,772,350","134,279","$35,097",59.31%,,
1017860007,,1,33,"OLD HARLEM ROAD, L.P.",1920,215 East 121 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$1,115,550","134,279","$35,097",59.31%,,
1017860041,,1,22,"OLD HARLEM ROAD, L.P.",1920,216 East 122 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$576,000","134,279","$35,097",59.31%,,
1017860046,,1,10,ETH NEP L.P.,1910,208 East 122 Street,NYC Department of Finance,J-51 Tax Incentive,2009,2043,East Harlem,"$173,527","134,279","$35,097",59.31%,,
1017880018,,1,10,"OLD HARLEM ROAD, L.P.",1900,243 East 123 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$212,592","134,279","$35,097",59.31%,1,
1017880020,,1,11,LA CASA NUESTRA HDFC,1910,247 East 123 Street,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$443,700","134,279","$35,097",59.31%,1,
1017880024,,1,10,LA CASA NUESTRA HDFC,1920,2405 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$423,142","134,279","$35,097",59.31%,,
1017880027,,1,10,LA CASA NUESTRA HDFC,1910,2411 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$423,142","134,279","$35,097",59.31%,1,
1017880029,,1,9,LA CASA NUESTRA HDFC,1910,2415 2 Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,East Harlem,"$451,653","134,279","$35,097",59.31%,1,
1017880035,,1,20,SDF18 124TH LLC,2009,230 East 124 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2037,East Harlem,"$1,005,420","134,279","$35,097",59.31%,,
1017880043,,1,15,BRIDGE HOMES INC,1910,210 East 124 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,East Harlem,"$374,400","134,279","$35,097",59.31%,1,
1017887501,,1,13,,2006,2279 3 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2008,2033,East Harlem,"$1,576,345","134,279","$35,097",59.31%,,
